SEASON,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_W_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
2005,Chris,Paul,Chris Paul,PG,71.75,73.0,178.0,76.25,93.0,6.7,8.75,9.5,32.0,38.0,11.09,3.22,10.0
2005,Kevin,Pittsnogle,Kevin Pittsnogle,PF,81.25,82.25,259.2,82.5,106.0,6.7,8.75,9.5,29.0,34.5,11.3,3.26,10.0
2005,Roger,Powell,Roger Powell,SF,76.75,78.0,218.6,83.5,104.0,6.7,8.75,9.5,29.0,34.5,11.3,3.26,10.0
2005,Carlos,Powell,Carlos Powell,SF-PF,77.25,78.75,221.8,82.75,105.0,6.7,8.75,9.5,27.5,34.5,11.54,3.21,12.0
2005,Ronnie,Price,Ronnie Price,PG,72.75,74.25,184.8,77.5,96.5,6.7,8.75,9.5,31.5,39.0,10.49,3.29,11.0
2005,Anthony,Roberson,Anthony Roberson,PG,72.75,74.5,178.8,74.75,95.0,6.7,8.75,9.5,31.5,37.0,11.17,3.19,14.0
2005,Brandon,Rush,Brandon Rush,SG-SF,77.0,78.5,211.4,83.25,104.5,6.7,8.75,9.5,32.5,35.0,11.33,3.31,0.0
2005,Luke,Schenscher,Luke Schenscher,C,83.75,85.5,241.6,89.0,111.5,6.7,8.75,9.5,23.5,26.5,12.4,3.47,1.0
2005,Wayne,Simien,Wayne Simien,PF,79.25,81.0,255.8,84.0,107.0,6.7,8.75,9.5,27.0,27.5,11.05,3.35,11.0
2005,Tre,Simmons,Tre Simmons,SG-SF,76.0,77.0,194.2,79.5,102.5,6.7,8.75,9.5,27.0,31.5,10.8,3.18,3.0
2005,David,Simon,David Simon,C-PF,80.0,81.5,258.8,87.5,108.0,6.7,8.75,9.5,28.0,33.0,11.98,3.44,18.0
2005,Chris,Taft,Chris Taft,PF,80.5,81.5,261.0,85.75,109.0,6.7,8.75,9.5,28.5,33.0,11.26,3.27,14.0
2005,Omar,Thomas,Omar Thomas,SF-SG,75.25,76.5,200.0,80.0,102.0,6.7,8.75,9.5,25.0,29.5,11.11,3.27,6.0
2005,Chris,Thomas,Chris Thomas,PG,71.75,73.0,176.2,75.0,95.0,6.7,8.75,9.5,28.5,34.0,10.84,3.33,14.0
2005,Dijon,Thompson,Dijon Thompson,SF-SG,78.25,80.0,195.8,81.75,105.5,6.7,8.75,9.5,29.0,34.5,11.3,3.26,10.0
2005,Ronny,Turiaf,Ronny Turiaf,PF,80.0,81.25,237.8,85.5,106.5,6.7,8.75,9.5,30.5,33.0,11.5,3.23,15.0
2005,Charlie,Villanueva,Charlie Villanueva,PF-SF,81.0,81.5,236.6,84.25,109.0,6.7,8.75,9.5,26.0,31.0,10.86,3.3,11.0
2005,Hakim,Warrick,Hakim Warrick,PF-SF,79.25,80.5,215.0,86.0,108.0,6.7,8.75,9.5,33.0,38.0,11.3,3.22,11.0
2005,Martell,Webster,Martell Webster,SF,78.0,79.5,229.6,83.0,106.0,6.7,8.75,9.5,28.0,30.5,11.39,3.39,7.0
2005,Robert,Whaley,Robert Whaley,PF-C,80.0,81.0,269.4,86.0,108.0,6.7,8.75,9.5,28.5,33.5,12.11,3.25,15.0
2005,Marvin,Williams,Marvin Williams,PF-SF,79.0,80.25,228.2,87.5,108.0,6.7,8.75,9.5,29.5,35.0,11.11,3.17,12.0
2005,Deron,Williams,Deron Williams,PG,73.75,74.75,202.4,78.25,98.0,6.7,8.75,9.5,30.0,35.0,10.83,3.25,15.0
2005,Jawad,Williams,Jawad Williams,SF,79.0,80.0,218.0,85.25,106.5,6.7,8.75,9.5,28.0,34.0,11.39,3.23,15.0
2005,Antoine,Wright,Antoine Wright,SF-SG,77.25,78.25,202.6,80.75,104.5,6.7,8.75,9.5,26.5,29.5,11.45,3.41,12.0
2005,Bracey,Wright,Bracey Wright,SG-PG,73.25,74.5,186.8,82.0,100.5,6.7,8.75,9.5,30.0,36.0,11.58,3.27,8.0
2006,Kenny,Adeleke,Kenny Adeleke,PF-C,78.5,79.75,250.0,82.25,104.0,10.5,8.75,9.5,28.5,30.5,11.57,3.47,26.0
2006,Maurice,Ager,Maurice Ager,SG-PG,75.25,76.5,203.0,79.75,101.5,8.0,8.75,9.5,29.5,35.0,11.73,3.22,11.0
2006,LaMarcus,Aldridge,LaMarcus Aldridge,PF-C,82.0,83.25,234.0,88.75,110.0,8.7,8.75,9.5,26.5,34.0,12.02,3.43,8.0
2006,Morris,Almond,Morris Almond,SG-SF,76.75,78.0,214.0,82.0,102.5,6.9,8.75,9.5,31.0,35.5,11.45,3.19,13.0
2006,Lou,Amundson,Lou Amundson,PF,79.2,80.0,221.0,83.5,103.5,6.8,8.75,9.5,32.0,35.5,10.58,3.2,14.0
2006,Rashad,Anderson,Rashad Anderson,SG,75.25,76.5,224.0,79.0,100.0,17.3,8.75,9.5,27.5,32.5,11.77,3.48,13.0
2006,Hilton,Armstrong,Hilton Armstrong,C-PF,81.5,82.25,240.0,88.0,109.0,6.3,8.75,9.5,28.5,31.5,12.28,3.53,13.0
2006,James,Augustine,James Augustine,PF,80.25,81.75,227.0,84.25,104.0,5.5,8.75,9.5,30.0,32.5,10.54,3.25,13.0
2006,Renaldo,Balkman,Renaldo Balkman,SF-PF,77.25,78.5,206.0,85.0,104.5,4.9,8.75,9.5,30.5,35.0,11.58,3.22,9.0
2006,J.P.,Batista,J.P. Batista,PF,79.5,80.5,265.0,82.0,103.5,12.0,8.75,9.5,26.0,30.5,11.62,3.38,26.0
2006,Will,Blalock,Will Blalock,PG,71.25,72.5,194.0,78.0,96.5,7.2,8.75,9.5,35.0,40.0,11.08,3.18,8.0
2006,Brandon,Bowman,Brandon Bowman,SF,78.75,80.25,209.0,83.5,103.0,8.4,8.75,9.5,31.0,34.0,11.41,3.31,24.0
2006,Ronnie,Brewer,Ronnie Brewer,SG-PG,77.75,78.75,223.0,83.25,103.5,5.0,8.75,9.5,35.0,41.0,11.32,3.14,19.0
2006,Denham,Brown,Denham Brown,SG-SF,76.0,77.0,218.0,81.5,102.5,9.0,8.75,9.5,28.0,34.5,11.42,3.25,12.0
2006,Brad,Buckman,Brad Buckman,PF,79.25,80.75,238.0,84.0,107.5,10.5,8.75,9.5,25.5,30.5,12.26,3.54,10.0
2006,Nik,Caner-Medley,Nik Caner-Medley,SF,78.5,80.0,234.0,81.0,103.0,9.6,8.75,9.5,28.5,35.5,10.57,3.21,17.0
2006,Rodney,Carney,Rodney Carney,SG-SF,76.5,77.75,204.0,82.0,103.5,5.3,8.75,9.5,32.0,38.5,10.57,3.06,10.0
2006,Keydren,Clark,Keydren Clark,PG,69.0,70.25,184.0,74.5,92.5,11.6,8.75,9.5,31.0,34.0,11.03,3.11,13.0
2006,Mardy,Collins,Mardy Collins,PG-SG,76.25,77.5,224.0,82.0,103.0,10.0,8.75,9.5,31.5,37.5,12.0,3.27,9.0
2006,Taquan,Dean,Taquan Dean,SG-PG,74.0,75.0,183.0,78.75,98.0,3.9,8.75,9.5,30.5,34.5,10.53,3.2,16.0
2006,Terence,Dials,Terence Dials,PF-C,79.75,81.0,253.0,84.0,106.0,15.8,8.75,9.5,26.5,30.0,11.54,3.5,16.0
2006,Sean,Dockery,Sean Dockery,PG-SG,72.75,74.0,182.0,76.5,95.5,7.3,8.75,9.5,29.0,33.0,10.88,3.34,4.0
2006,Jordan,Farmar,Jordan Farmar,PG,72.75,74.0,171.0,75.0,94.5,4.4,8.75,9.5,33.5,42.0,11.07,3.17,11.0
2006,Randy,Foye,Randy Foye,SG-PG,74.25,75.25,212.0,78.25,97.0,10.0,8.75,9.5,32.0,38.0,10.53,3.23,14.0
2006,Torin,Francis,Torin Francis,PF-C,81.0,82.0,247.0,85.0,105.5,12.4,8.75,9.5,26.5,32.0,11.97,3.51,9.0
2006,Rudy,Gay,Rudy Gay,SF-PF,79.0,80.0,222.0,87.0,107.5,5.7,8.75,9.5,33.0,40.5,11.03,3.32,9.0
2006,Nick,George,Nick George,SF-SG,76.0,77.75,201.0,82.0,103.0,6.0,8.75,9.5,30.5,38.0,11.69,3.25,14.0
2006,Taj,Gray,Taj Gray,PF-SF,79.25,80.5,231.0,84.75,107.0,6.8,8.75,9.5,28.5,33.0,11.02,3.45,10.0
2006,Dan,Grunfeld,Dan Grunfeld,SF-SG,76.75,78.0,216.0,78.25,99.0,10.4,8.75,9.5,28.0,33.5,11.3,3.46,16.0
2006,Matt,Haryasz,Matt Haryasz,PF-C,81.75,83.0,219.0,84.25,107.5,9.8,8.75,9.5,27.5,31.5,11.34,3.46,10.0
2006,Eric,Hicks,Eric Hicks,PF,76.75,77.5,238.0,85.5,105.5,7.1,8.75,9.5,30.0,34.0,12.06,3.34,20.0
2006,Tedric,Hill,Tedric Hill,SF-PF,79.75,81.0,236.0,85.0,107.0,7.3,8.75,9.5,30.0,36.5,12.23,3.24,1.0
2006,Daniel,Horton,Daniel Horton,PG-SG,72.5,74.25,198.0,79.0,96.5,8.0,8.75,9.5,30.0,36.5,10.35,3.16,17.0
2006,Solomon,Jones,Solomon Jones,PF-C,80.5,81.75,224.0,88.75,109.0,7.4,8.75,9.5,32.0,39.0,11.27,3.3,6.0
2006,Bobby,Jones,Bobby Jones,SF-SG,77.75,78.75,211.0,81.5,101.5,8.0,8.75,9.5,28.5,34.5,11.23,3.28,15.0
2006,Viktor,Keyru,Viktor Keyru,SG-PG,77.25,78.0,202.0,81.25,104.0,5.5,8.75,9.5,29.0,34.5,11.4,3.24,11.0
2006,Marco,Killingsworth,Marco Killingsworth,PF,77.5,78.75,266.0,87.0,104.0,19.0,8.75,9.5,28.0,32.0,11.42,3.34,13.0
2006,Tarence,Kinsey,Tarence Kinsey,SF-SG,76.75,77.5,179.0,78.75,100.5,4.1,8.75,9.5,29.0,35.5,10.67,3.3,5.0
2006,Carl,Krauser,Carl Krauser,PG,71.75,72.75,190.0,78.25,97.0,8.0,8.75,9.5,26.0,31.0,11.62,3.38,8.0
2006,Chris,McCray,Chris McCray,SG,75.0,76.0,187.0,77.75,96.5,9.6,8.75,9.5,30.5,39.0,11.46,3.34,1.0
2006,Gerry,McNamara,Gerry McNamara,PG-SG,71.75,72.5,177.0,72.75,92.5,12.8,8.75,9.5,27.0,32.0,11.28,3.4,3.0
2006,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,PF-C,79.5,81.0,232.0,84.0,105.5,5.8,8.75,9.5,31.5,36.0,11.47,3.29,19.0
2006,Paul,Miller,Paul Miller,PF-C,80.5,81.25,251.0,84.0,101.5,13.8,8.75,9.5,29.0,35.5,12.25,3.66,25.0
2006,Paul,Millsap,Paul Millsap,PF,78.25,79.25,258.0,85.5,105.5,9.7,8.75,9.5,28.5,32.5,11.67,3.3,15.0
2006,Dwayne,Mitchell,Dwayne Mitchell,SG-SF,74.0,75.25,208.0,78.5,98.5,4.5,8.75,9.5,37.5,41.5,11.45,3.16,17.0
2006,Adam,Morrison,Adam Morrison,SF,78.5,79.75,198.0,82.0,105.0,6.8,8.75,9.5,25.5,30.5,11.46,3.37,11.0
2006,Yemi,Nicholson,Yemi Nicholson,PF-C,79.75,81.5,258.0,88.25,107.0,17.2,8.75,9.5,26.5,26.0,12.57,3.65,8.0
2006,David,Noel,David Noel,SF-SG,76.5,78.0,223.0,81.5,100.0,6.1,8.75,9.5,34.5,38.5,10.54,3.07,20.0
2006,Steve,Novak,Steve Novak,SF,80.0,81.25,216.0,81.5,103.0,8.1,8.75,9.5,24.5,31.0,11.11,3.37,5.0
2006,Patrick,O'Bryant,Patrick O'Bryant,C,83.0,84.0,249.0,89.75,113.0,10.0,8.75,9.5,26.5,30.0,12.68,3.63,13.0
2006,Danilo,Pinnock,Danilo Pinnock,PG-SG,74.75,76.0,204.0,79.5,100.5,4.6,8.75,9.5,29.5,35.5,11.91,3.08,7.0
2006,Chris,Quinn,Chris Quinn,PG-SG,72.5,73.5,175.0,77.0,94.0,5.9,8.75,9.5,32.0,37.0,11.25,3.25,7.0
2006,Allan,Ray,Allan Ray,SG,73.0,74.25,204.0,80.5,99.5,9.8,8.75,9.5,28.5,35.5,11.01,3.2,9.0
2006,JJ,Redick,JJ Redick,SG,76.0,76.75,190.0,75.25,97.5,7.0,8.75,9.5,27.5,33.0,10.94,3.29,6.0
2006,Antywane,Robinson,Antywane Robinson,SF-PF,78.25,79.5,217.0,86.5,105.5,6.9,8.75,9.5,29.0,32.5,11.73,3.4,12.0
2006,Brandon,Roy,Brandon Roy,SG-SF,77.25,78.25,207.0,80.0,101.0,7.6,8.75,9.5,34.0,40.5,11.13,3.27,6.0
2006,Blake,Schilb,Blake Schilb,PG-SG,77.25,78.25,209.0,80.75,102.0,11.3,8.75,9.5,28.5,34.5,11.25,3.43,13.0
2006,Mouhamed,Sene,Mouhamed Sene,C,83.0,84.0,237.0,92.5,113.0,6.6,8.75,9.5,28.5,31.0,12.52,3.38,7.0
2006,Cedric,Simmons,Cedric Simmons,PF-C,80.25,81.5,223.0,88.25,108.5,5.6,8.75,9.5,30.5,35.0,11.05,3.31,15.0
2006,Marcus,Slaughter,Marcus Slaughter,PF-SF,79.0,80.0,220.0,83.5,104.5,8.5,8.75,9.5,30.0,34.0,11.56,3.4,9.0
2006,Craig,Smith,Craig Smith,PF,77.5,78.5,259.0,81.5,103.5,12.2,8.75,9.5,30.0,29.5,11.59,3.4,10.0
2006,Steven,Smith,Steven Smith,SF-PF,79.5,81.25,238.0,84.5,104.0,7.8,8.75,9.5,29.5,34.5,12.08,3.4,15.0
2006,Michael,Southhall,Michael Southhall,C,81.5,82.25,241.0,88.25,107.5,7.9,8.75,9.5,31.5,37.0,12.29,3.51,2.0
2006,Frans,Steyn,Frans Steyn,C,85.25,86.5,280.0,86.25,109.0,12.8,8.75,9.5,28.5,29.5,11.67,3.38,10.0
2006,Curtis,Stinson,Curtis Stinson,SG,73.75,74.75,208.0,77.0,97.5,6.0,8.75,9.5,28.0,31.5,10.95,3.27,17.0
2006,Tyrus,Thomas,Tyrus Thomas,PF-SF,79.25,80.25,217.0,87.0,108.0,5.6,8.75,9.5,34.0,39.5,11.36,3.2,8.0
2006,Joah,Tucker,Joah Tucker,SF-SG,75.75,77.25,224.0,78.5,99.5,7.0,8.75,9.5,29.0,34.0,11.58,3.31,19.0
2006,Ian,Vouyoukas,Ian Vouyoukas,C-PF,80.5,81.5,267.0,84.75,108.5,14.8,8.75,9.5,23.0,28.0,13.7,3.72,8.0
2006,Darius,Washington,Darius Washington,PG,71.5,73.0,195.0,76.0,96.0,9.7,8.75,9.5,29.0,37.5,10.71,3.26,9.0
2006,CJ,Watson,CJ Watson,PG,72.5,73.75,171.0,78.0,96.0,5.2,8.75,9.5,31.5,34.0,11.61,3.15,12.0
2006,Eric,Williams,Eric Williams,C-PF,79.25,80.75,285.0,88.25,106.5,13.0,8.75,9.5,28.5,29.0,11.71,3.56,17.0
2006,Shelden,Williams,Shelden Williams,PF-C,79.5,80.5,258.0,88.25,104.0,11.4,8.75,9.5,29.0,33.5,11.53,3.59,25.0
2006,Shawne,Williams,Shawne Williams,SF-PF,79.25,80.75,227.0,87.0,104.0,8.0,8.75,9.5,32.0,31.0,10.69,3.3,10.0
2006,Marcus,Williams,Marcus Williams,PG,74.0,75.25,215.0,79.0,97.5,12.4,8.75,9.5,24.5,28.0,11.3,3.4,4.0
2006,Justin,Williams,Justin Williams,C-PF,79.25,80.75,211.0,85.5,109.0,6.5,8.75,9.5,26.5,31.5,11.9,3.31,7.0
2006,Curtis,Withers,Curtis Withers,PF-SF,78.0,78.5,227.0,82.0,101.0,5.0,8.75,9.5,35.0,36.5,11.54,3.1,14.0
2007,Mohamed,Abukar,Mohamed Abukar,SF,80.0,81.75,210.0,81.0,103.0,8.9,8.75,9.5,30.5,35.0,11.78,3.37,15.0
2007,Mario,Boggan,Mario Boggan,PF,77.0,79.0,240.0,86.0,107.0,9.2,8.75,9.5,24.0,26.5,12.18,3.45,12.0
2007,Craig,Bradshaw,Craig Bradshaw,PF,80.0,81.75,240.0,85.5,106.5,12.1,8.75,9.5,26.0,28.0,11.88,3.54,12.0
2007,Corey,Brewer,Corey Brewer,SF-SG,78.0,79.75,185.0,80.25,103.0,4.2,8.75,9.5,30.5,36.5,11.69,3.22,11.0
2007,Aaron,Brooks,Aaron Brooks,PG,70.0,71.75,161.0,76.0,94.0,2.7,8.75,9.5,32.5,39.5,10.57,3.2,6.0
2007,Bobby,Brown,Bobby Brown,PG,71.0,73.75,170.0,76.0,95.5,6.6,8.75,9.5,32.5,41.0,11.27,3.25,3.0
2007,Russell,Carter,Russell Carter,SG,75.0,76.5,221.0,80.5,97.5,6.0,8.75,9.5,33.0,38.5,11.61,3.29,25.0
2007,Coleman,Collins,Coleman Collins,PF,80.0,81.75,236.0,86.0,107.0,6.2,8.75,9.5,30.0,35.0,11.47,3.26,21.0
2007,Mike,Conley,Mike Conley,PG,71.0,72.75,175.0,77.75,94.5,4.2,8.75,9.5,35.5,40.5,11.63,3.09,13.0
2007,Daequan,Cook,Daequan Cook,SG,75.0,77.75,203.0,80.25,101.5,7.0,8.75,9.5,30.0,34.5,11.12,3.22,4.0
2007,Ryvon,Covile,Ryvon Covile,C-PF,79.0,80.5,250.0,85.25,107.5,8.0,8.75,9.5,25.0,30.5,12.52,3.37,19.0
2007,Javaris,Crittenton,Javaris Crittenton,PG,75.0,76.75,194.0,77.5,98.0,4.5,8.75,9.5,32.5,38.0,11.6,3.32,11.0
2007,Jermareo,Davidson,Jermareo Davidson,PF,81.0,83.0,230.0,88.0,109.5,6.9,8.75,9.5,27.0,30.0,12.63,3.53,7.0
2007,Justin,Doellman,Justin Doellman,PF,80.0,81.5,205.0,80.75,105.0,7.0,8.75,9.5,29.0,34.5,11.3,3.26,19.0
2007,Zabian,Dowdell,Zabian Dowdell,PG,73.0,75.0,191.0,82.0,100.0,5.1,8.75,9.5,30.0,33.5,11.13,3.29,3.0
2007,Jared,Dudley,Jared Dudley,SF,77.0,79.25,219.0,79.0,102.0,7.1,8.75,9.5,28.0,32.0,11.32,3.45,14.0
2007,Kevin,Durant,Kevin Durant,SF-PF,81.0,82.25,215.0,88.75,110.0,6.6,8.75,9.5,26.0,33.5,12.33,3.45,0.0
2007,Rashaun,Freeman,Rashaun Freeman,PF,78.0,80.0,244.0,83.5,104.0,11.5,8.75,9.5,28.0,32.0,11.43,3.41,20.0
2007,Aaron,Gray,Aaron Gray,C,84.0,85.75,271.0,87.25,108.5,10.8,8.75,9.5,27.0,32.5,12.07,3.7,17.0
2007,Caleb,Green,Caleb Green,PF,78.0,80.0,238.0,83.75,103.0,10.9,8.75,9.5,28.5,36.0,11.72,3.46,9.0
2007,Jeff,Green,Jeff Green,SF,79.0,81.5,228.0,85.25,103.0,3.7,8.75,9.5,33.5,38.0,12.0,3.34,17.0
2007,Taurean,Green,Taurean Green,PG,71.0,72.75,173.0,74.25,96.0,4.6,8.75,9.5,29.0,32.5,11.3,3.26,8.0
2007,Spencer,Hawes,Spencer Hawes,PF,82.0,84.75,244.0,84.5,110.0,13.0,8.75,9.5,26.0,29.0,11.88,3.51,9.0
2007,Brandon,Heath,Brandon Heath,PG,74.0,75.75,181.0,79.0,94.0,9.0,8.75,9.5,32.0,36.0,11.39,3.28,11.0
2007,Herbert,Hill,Herbert Hill,C,79.0,81.75,232.0,86.25,108.5,5.6,8.75,9.5,30.5,34.0,12.31,3.39,15.0
2007,Al,Horford,Al Horford,PF,80.0,81.75,246.0,84.75,107.0,9.1,8.75,9.5,31.0,35.5,12.15,3.37,20.0
2007,Quinton,Hosley,Quinton Hosley,SF-SG,77.0,79.75,215.0,83.25,105.0,5.7,8.75,9.5,28.5,34.0,12.47,3.32,12.0
2007,James,Hughes,James Hughes,C,81.0,82.75,209.0,87.0,111.0,3.5,8.75,9.5,31.0,33.0,13.31,3.37,8.0
2007,Jeremy,Hunt,Jeremy Hunt,SG,74.0,76.75,198.0,80.25,101.5,5.2,8.75,9.5,30.5,33.0,12.11,3.29,10.0
2007,Ekene,Ibekwe,Ekene Ibekwe,PF,80.0,81.0,208.0,90.0,104.0,3.2,8.75,9.5,34.5,39.0,11.0,3.28,10.0
2007,Dominic,James,Dominic James,PG,70.0,71.75,175.0,74.0,93.0,4.8,8.75,9.5,33.5,38.5,10.94,3.11,14.0
2007,Trey,Johnson,Trey Johnson,SG,75.0,77.75,216.0,77.0,98.0,5.4,8.75,9.5,26.5,35.0,11.78,3.31,18.0
2007,Rashad,Jones-Jennings,Rashad Jones-Jennings,PF,78.0,79.5,235.0,84.0,105.5,5.9,8.75,9.5,25.0,30.0,12.18,3.29,20.0
2007,Jared,Jordan,Jared Jordan,PG,72.0,73.75,183.0,72.0,94.0,7.0,8.75,9.5,24.5,28.5,11.02,3.39,6.0
2007,Coby,Karl,Coby Karl,SG-PG,75.0,76.75,204.0,83.0,99.5,5.4,8.75,9.5,32.0,34.5,11.57,3.41,9.0
2007,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,81.0,82.5,237.0,82.5,106.5,7.7,8.75,9.5,25.5,30.0,11.19,3.42,19.0
2007,Carl,Landry,Carl Landry,PF,79.0,80.5,248.0,83.0,102.5,7.5,8.75,9.5,31.5,36.5,11.35,3.29,21.0
2007,Stephane,Lasme,Stephane Lasme,PF,77.0,79.0,213.0,86.0,107.0,4.9,8.75,9.5,29.5,36.0,11.73,3.22,17.0
2007,Acie,Law,Acie Law,PG,74.0,75.5,186.0,78.5,98.0,5.6,8.75,9.5,29.0,34.0,11.0,3.22,8.0
2007,Marko,Lekic,Marko Lekic,C,81.0,82.5,267.0,85.0,108.5,11.4,8.75,9.5,24.0,30.5,11.96,3.43,19.0
2007,Ron,Lewis,Ron Lewis,SG,74.0,76.5,194.0,78.5,99.0,4.5,8.75,9.5,33.0,38.0,11.59,3.22,16.0
2007,Cartier,Martin,Cartier Martin,SF,76.0,78.5,218.0,82.0,103.5,5.6,8.75,9.5,27.0,29.5,12.1,3.43,11.0
2007,Dominic,McGuire,Dominic McGuire,SF,79.0,80.25,220.0,82.5,104.0,4.7,8.75,9.5,28.5,34.5,10.95,3.25,12.0
2007,Josh,McRoberts,Josh McRoberts,PF,80.0,82.0,240.0,85.0,106.5,13.7,8.75,9.5,27.5,31.5,11.7,3.47,12.0
2007,Sammy,Mejia,Sammy Mejia,SG,77.0,79.0,218.0,83.0,105.0,8.3,8.75,9.5,27.0,31.5,11.87,3.49,7.0
2007,Brad,Newley,Brad Newley,SG,77.0,78.5,201.0,80.0,102.5,8.0,8.75,9.5,29.5,31.5,11.77,3.29,3.0
2007,Demetris,Nichols,Demetris Nichols,SF,78.0,79.5,211.0,84.25,105.0,6.2,8.75,9.5,28.5,32.5,10.39,3.38,16.0
2007,Joakim,Noah,Joakim Noah,PF,82.0,84.0,223.0,85.25,106.5,4.8,8.75,9.5,32.5,37.5,11.79,3.47,12.0
2007,Greg,Oden,Greg Oden,C,83.0,84.0,257.0,88.25,112.0,7.8,8.75,9.5,32.0,34.0,11.67,3.27,10.0
2007,Ivan,Radenovic,Ivan Radenovic,PF,81.0,82.75,226.0,83.75,106.0,9.8,8.75,9.5,23.0,28.0,11.61,3.6,7.0
2007,JR,Reynolds,JR Reynolds,PG,72.0,74.75,188.0,75.25,95.0,8.2,8.75,9.5,27.5,34.5,11.69,3.24,15.0
2007,Chris,Richard,Chris Richard,PF,79.0,80.75,252.0,88.5,110.5,7.5,8.75,9.5,26.5,30.5,11.39,3.29,15.0
2007,Dustin,Salisbery,Dustin Salisbery,SG,75.0,76.75,208.0,80.0,100.5,6.6,8.75,9.5,34.0,38.0,11.07,3.12,11.0
2007,Blake,Schilb,Blake Schilb,SG,77.0,79.0,214.0,81.0,102.5,10.0,8.75,9.5,26.5,33.5,11.63,3.36,11.0
2007,Renaldas,Seibutis,Renaldas Seibutis,SG,76.0,77.75,185.0,80.75,101.0,6.1,8.75,9.5,24.0,32.5,11.33,3.39,1.0
2007,Ramon,Sessions,Ramon Sessions,PG,74.0,75.75,185.0,76.25,97.5,6.2,8.75,9.5,29.5,33.5,11.65,3.27,8.0
2007,Mustafa,Shakur,Mustafa Shakur,PG,75.0,76.5,185.0,77.5,99.0,4.1,8.75,9.5,28.5,35.0,11.82,3.27,11.0
2007,Jason,Smith,Jason Smith,PF,82.75,83.5,233.0,82.75,106.0,7.5,8.75,9.5,33.5,37.5,10.96,3.29,15.0
2007,DJ,Strawberry,DJ Strawberry,SG,75.75,77.0,199.0,78.5,101.0,4.5,8.75,9.5,28.5,35.0,10.87,3.14,21.0
2007,Rodney,Stuckey,Rodney Stuckey,SG-PG,75.75,76.5,207.0,79.25,100.5,6.1,8.75,9.5,30.5,35.0,11.34,3.11,14.0
2007,Curtis,Sumpter,Curtis Sumpter,SF,78.0,79.75,227.0,81.5,104.0,5.3,8.75,9.5,27.5,32.5,11.3,3.22,12.0
2007,Yue,Sun,Yue Sun,SF,79.75,80.75,212.0,81.0,105.0,5.1,8.75,9.5,29.0,34.0,10.68,3.45,9.0
2007,Jamaal,Tatum,Jamaal Tatum,PG,71.5,72.75,168.0,74.5,93.5,5.0,8.75,9.5,28.5,33.0,11.51,3.22,7.0
2007,Reyshawn,Terry,Reyshawn Terry,SF,78.75,79.5,222.0,82.0,103.5,8.9,8.75,9.5,31.0,37.5,11.76,3.26,18.0
2007,Al,Thornton,Al Thornton,SF,77.75,79.0,221.0,85.0,104.0,5.8,8.75,9.5,35.0,41.0,11.96,3.16,9.0
2007,Anthony,Tolliver,Anthony Tolliver,PF,79.0,80.5,242.0,86.5,107.5,5.7,8.75,9.5,28.5,30.0,11.49,3.29,21.0
2007,Ali,Traore,Ali Traore,C-PF,80.75,81.75,249.0,88.0,108.5,12.1,8.75,9.5,25.0,29.0,12.16,3.52,11.0
2007,Kyle,Visser,Kyle Visser,C,82.0,83.5,242.0,83.0,108.0,10.2,8.75,9.5,26.0,29.0,12.6,3.39,18.0
2007,Darryl,Watkins,Darryl Watkins,C,80.75,82.25,241.0,87.0,110.0,6.9,8.75,9.5,26.5,31.0,11.65,3.56,14.0
2007,Major,Wingate,Major Wingate,C,80.5,82.75,242.0,88.0,109.0,6.7,8.75,9.5,27.5,30.5,12.14,3.47,15.0
2007,DaShaun,Wood,DaShaun Wood,PG,70.75,71.5,167.0,72.75,92.0,5.4,8.75,9.5,31.5,34.5,11.4,3.23,13.0
2007,Brandan,Wright,Brandan Wright,PF,80.75,82.0,200.0,87.75,108.5,5.8,8.75,9.5,30.5,35.5,11.76,3.31,2.0
2007,Julian,Wright,Julian Wright,SF-PF,78.5,80.5,211.0,86.25,108.0,6.1,8.75,9.5,28.5,33.5,11.48,3.36,2.0
2007,Avis,Wyatt,Avis Wyatt,PF,80.75,81.5,212.0,85.0,107.0,3.3,8.75,9.5,27.5,32.0,11.46,3.23,12.0
2007,Jianlian,Yi,Jianlian Yi,PF,78.0,79.0,213.2,82.5,104.0,6.7,8.75,9.5,29.0,34.5,11.3,3.26,10.0
2007,Thaddeus,Young,Thaddeus Young,SF,77.75,79.5,210.0,83.5,106.0,4.9,8.75,9.5,34.5,37.0,11.06,3.19,13.0
2007,Nick,Young,Nick Young,SG-SF,77.0,78.75,206.0,84.0,100.5,6.8,8.75,9.5,39.5,40.5,11.0,3.25,6.0
2008,Joe,Alexander,Joe Alexander,SF-PF,79.25,80.25,220.0,83.5,106.0,5.8,8.75,9.5,32.5,38.5,11.33,2.99,24.0
