GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TP_per,blk_per,stl_per,ftr,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,treb,ast,stl,blk,pts,posicion,ronda,altura_cm,rango_pick
34,76.5,126.5,18.2,59.8,61.7,6.6,15.8,16.2,12.3,0.767,0.537,0.429,0.9,2.2,21.0,2.20929859,0.68,0.4694,96.5996,214.266,10.8455,7.95074,2.89476,10.4947,31.6176,8.0144,2.48029,6.5588,2.7941,1.2353,0.2941,13.8529,Wing G,R1,200.7,21-30
34,85.4,120.5,27.2,58.5,61.79,3.9,11.3,29.7,16.0,0.796,0.556,0.42,1.7,1.9,31.5,1.87651111,0.66,0.4224,108.416,187.742,7.80425,7.60689,0.197362,9.35972,34.1471,8.68046,0.679261,4.2941,4.4706,1.0588,0.5294,18.1765,Scoring PG,R1,190.5,21-30
31,77.7,112.9,28.8,53.1,58.71,12.4,25.1,16.1,19.1,0.768,0.542,0.324,4.1,1.6,53.0,0.78888811,0.7,0.3556,96.6012,209.227,7.17337,5.02392,2.14945,7.49617,31.0968,6.16559,1.33059,10.0645,2.2903,0.8387,1.1613,17.3548,PF/C,R2,208.3,51-60
30,67.1,115.8,25.1,59.3,62.31,11.5,21.0,7.2,16.5,0.711,0.586,0.419,11.3,1.5,50.7,0.43332471,0.6903,0.3902,91.2274,192.802,7.98568,2.67221,5.31347,8.6819,28.7742,5.65496,3.02693,8.0323,0.8387,0.7097,2.6452,14.8065,PF/C,R2,203.2,31-40
35,80.6,117.5,24.8,49.5,54.05,5.5,21.7,12.6,7.1,0.825,0.44,0.383,4.2,1.3,29.5,2.06245208,0.6296,0.42,99.9434,212.965,7.60093,5.92469,1.67624,8.82257,32.2286,7.74869,1.07387,7.1714,1.8857,0.6571,1.2,16.3714,Stretch 4,R2,203.2,51-60
32,63.1,117.1,20.9,53.4,56.71,6.8,20.2,14.0,9.9,0.755,0.497,0.381,2.2,2.4,30.5,1.9375,0.58,0.3333,86.5243,206.432,10.0857,6.06203,4.02368,9.86354,29.4688,6.25203,3.61151,6.9688,1.9375,1.1562,0.625,12.5,desconocido,R2,203.2,51-60
37,75.3,114.4,21.0,55.2,59.37,10.7,16.5,9.3,18.2,0.721,0.549,0.375,5.6,2.5,53.8,0.71619999,0.58,0.3333,83.901,245.353,10.3938,3.86323,6.53056,8.84328,30.2162,4.2403,4.60298,7.4595,1.4324,1.2703,1.6486,12.8919,desconocido,R2,205.7,51-60
33,65.4,111.7,22.9,51.1,59.52,9.9,18.1,5.7,18.1,0.761,0.515,0.0,5.8,0.8,86.0,0.400011,0.6625,0.4354,93.459,171.815,4.18106,1.17504,3.00602,4.01842,26.2727,2.24699,1.77144,6.303,0.7273,0.3636,1.4242,11.6364,C,R2,213.4,51-60
34,90.2,101.0,25.7,50.4,52.68,2.3,13.5,11.9,15.6,0.74,0.48,0.346,1.8,1.7,19.2,0.83331987,0.58,0.3333,97.4533,226.009,4.44251,2.7887,1.65381,5.03683,36.4706,4.14043,0.896408,4.9412,2.0588,1.0294,0.6176,17.6471,desconocido,R2,195.6,51-60
30,54.9,111.4,19.3,63.2,61.4,10.2,26.8,10.8,19.6,0.471,0.668,0.0,10.0,1.8,31.8,0.82691977,0.8321,0.3896,89.9532,209.112,10.2574,2.02069,8.2367,9.60937,25.6333,4.16384,5.44554,9.2333,1.4333,0.8,2.5,10.3667,C,R1,208.3,21-30
34,43.6,111.6,16.8,50.6,52.02,9.5,18.1,7.5,12.8,0.58,0.545,0.273,3.2,1.8,32.1,1.13630047,0.6818,0.3478,102.055,110.599,4.0379,2.32904,1.70886,4.29898,17.5588,2.84304,1.45594,4.0882,0.7353,0.5294,0.5,5.5,Wing F,R2,200.7,31-40
31,82.5,109.2,17.8,54.9,56.4,8.2,14.9,7.6,18.8,0.641,0.517,0.429,3.4,2.0,28.4,0.6896312,0.6882,0.375,100.331,192.874,5.09327,3.22902,1.86425,5.18547,33.0,3.81986,1.36561,6.5484,1.2903,1.129,1.0323,11.3548,Wing F,R2,200.7,31-40
35,81.9,119.8,22.3,55.0,59.02,2.9,11.7,13.2,12.8,0.807,0.494,0.42,0.8,1.3,32.8,1.38887811,0.6351,0.4345,105.837,164.685,6.3778,5.83042,0.547379,6.64208,32.8571,6.11765,0.524428,3.9429,2.1429,0.7143,0.2571,16.0571,Wing F,R1,203.2,21-30
32,76.8,106.0,25.5,49.1,54.19,4.8,12.8,14.2,14.2,0.722,0.53,0.272,2.7,1.3,49.1,1.10296474,0.6594,0.3939,100.902,183.968,3.97252,2.67593,1.29659,5.06861,34.0625,3.95366,1.11495,5.375,2.3438,0.7812,0.8125,16.5,Wing G,R1,198.1,11-20
32,70.7,121.6,25.4,53.9,60.38,8.2,19.5,10.2,10.8,0.794,0.525,0.529,3.2,1.3,58.6,0.95238095,0.669,0.4094,96.4563,182.125,7.58078,5.63328,1.9475,9.39552,28.5,7.67507,1.72045,7.0312,1.25,0.625,0.8438,15.9688,PF/C,R2,203.2,51-60
38,71.5,113.8,20.9,51.3,57.33,9.0,20.1,10.1,15.5,0.707,0.537,0.207,3.4,2.4,74.5,1.0,0.7165,0.3445,86.8974,234.584,9.57925,3.75175,5.82751,8.24463,28.6842,3.86244,4.38219,6.8421,1.5526,1.1579,0.8421,11.2368,Wing F,R1,200.7,21-30
33,74.4,112.7,27.1,47.9,52.78,2.9,8.6,23.6,12.0,0.714,0.456,0.349,0.8,3.4,45.6,2.07016722,0.6491,0.3295,99.5652,188.535,7.37701,6.68715,0.689866,8.10089,30.2121,6.00831,2.09258,3.2121,3.5758,1.8182,0.2121,16.9697,Scoring PG,R2,198.1,51-60
34,78.8,100.3,29.1,54.0,53.6,9.4,24.6,34.5,24.7,0.498,0.541,0.333,3.0,2.2,62.5,1.30770239,0.733,0.3,94.0933,241.839,8.20572,2.66936,5.53635,7.36439,31.5294,3.78105,3.58334,9.2941,5.0,1.1765,0.9412,13.4118,Wing F,R1,203.2,11-20
37,75.5,121.7,26.4,60.8,63.9,5.8,17.0,9.3,12.9,0.739,0.606,0.417,2.4,1.8,47.7,0.83823051,0.7198,0.4386,91.0383,232.965,6.43262,4.02255,2.41007,8.39175,30.2162,5.90307,2.48868,6.4595,1.5405,0.9459,0.7297,19.7027,Wing F,R1,203.2,1-10
37,73.2,113.9,30.7,54.1,57.61,2.9,9.6,31.6,18.1,0.705,0.517,0.387,0.4,4.0,45.1,1.63809996,0.6792,0.3357,89.1082,214.206,9.25691,6.21134,3.04557,10.7732,29.2703,6.83149,3.94171,3.2973,4.6486,2.0,0.1081,18.1892,Pure PG,R2,182.9,41-50
23,46.1,121.1,20.8,53.5,58.64,6.9,14.3,11.0,9.7,0.812,0.473,0.422,5.4,1.4,40.1,1.65219998,0.55,0.4432,94.8199,129.644,10.0914,6.13751,3.95393,9.95268,28.8696,6.64774,3.30494,5.3043,1.6522,0.6957,1.6087,12.8696,Stretch 4,R2,210.8,41-50
31,54.8,97.5,18.3,49.1,51.58,9.9,10.0,10.1,23.2,0.597,0.491,0.0,2.6,1.5,46.1,0.68623872,0.6338,0.3854,93.5205,117.284,2.50667,-0.238258,2.74493,2.72072,22.7097,0.514712,2.20601,3.9677,1.129,0.5806,0.5161,6.7742,C,R2,203.2,51-60
32,81.4,108.4,29.7,53.0,58.02,2.0,11.0,32.0,18.1,0.752,0.549,0.322,0.9,2.7,49.8,1.35351345,0.6035,0.3636,106.691,185.976,4.17965,4.42847,-0.24882,4.82781,32.8125,4.61274,0.215061,3.5312,4.1875,1.5312,0.2812,18.5625,Scoring PG,R2,188.0,31-40
31,84.4,119.0,22.0,58.4,60.82,4.5,11.3,14.9,11.8,0.769,0.5,0.451,1.1,1.4,24.8,1.60866639,0.6286,0.3448,100.005,178.643,7.29615,5.85342,1.44273,7.28109,33.9032,5.78976,1.49133,4.7419,2.3871,0.7742,0.3871,16.0968,Wing F,R1,203.2,11-20
40,77.0,125.8,22.4,58.6,60.48,8.4,14.8,8.6,8.7,0.708,0.639,0.331,1.5,1.1,27.8,1.36111117,0.7528,0.3718,98.6443,191.916,9.19569,8.08795,1.10774,9.45451,30.975,8.23919,1.21532,5.5,1.225,0.525,0.45,13.9,Wing F,R1,205.7,11-20
32,86.3,125.9,24.1,56.6,62.55,0.6,12.0,24.0,10.9,0.893,0.515,0.41,0.4,1.5,39.7,2.48,0.5812,0.427,96.7855,198.617,7.38116,7.12054,0.26062,9.15003,34.9375,7.30426,1.84577,4.0938,3.875,0.875,0.125,19.6562,Scoring PG,R2,195.6,51-60
34,77.4,113.3,26.3,55.2,58.12,6.9,15.4,6.6,16.8,0.737,0.551,0.37,2.7,1.9,31.2,0.43208528,0.58,0.3333,96.3118,203.577,6.61607,4.7308,1.88527,8.14654,31.8529,6.54282,1.60371,6.2353,1.0294,1.0,0.7941,19.1176,desconocido,R2,198.1,31-40
27,87.8,100.6,28.6,48.8,52.54,6.1,18.5,20.6,19.0,0.714,0.481,0.336,1.7,1.8,34.4,0.97752024,0.5587,0.3133,100.51,184.236,4.79842,2.7162,2.08222,5.41606,35.5926,4.46907,0.946987,7.5556,3.2222,1.0741,0.5556,17.5185,Wing F,R2,210.8,51-60
17,83.8,109.0,29.4,57.4,59.4,6.1,27.9,15.5,18.2,0.686,0.585,0.368,5.6,1.7,32.7,0.70908417,0.7158,0.4321,93.5855,138.767,4.99769,2.02288,2.97481,7.71033,35.0,6.09691,1.61341,10.1176,2.2941,1.0,1.7059,21.2353,PF/C,R1,210.8,21-30
24,58.9,107.5,25.3,53.1,54.78,7.4,11.0,31.6,22.4,0.621,0.561,0.275,2.1,3.4,33.8,1.66102588,0.6854,0.3939,97.4474,119.77,8.27087,4.94571,3.32516,7.19008,24.7917,4.19499,2.9951,4.0,4.0833,1.4583,0.4583,10.3333,Scoring PG,R1,205.7,1-10
21,53.5,97.9,18.0,50.0,53.53,4.0,9.8,10.4,23.0,0.673,0.512,0.318,4.4,3.5,43.0,0.79489525,0.7073,0.3256,97.0411,113.201,5.5542,1.18321,4.37099,4.52354,25.619,0.809042,3.7145,3.0952,1.4762,1.5714,1.0476,7.8571,Wing G,R2,195.6,51-60
34,87.6,106.5,26.6,50.1,54.36,1.5,7.4,25.3,16.8,0.668,0.491,0.388,0.8,2.3,56.0,1.5955455,0.5805,0.3795,105.36,186.76,3.39614,2.7112,0.684933,4.34278,35.2941,3.27396,1.06882,2.6765,4.1765,1.3235,0.2353,17.0,Scoring PG,R2,190.5,51-60
35,85.4,127.5,24.5,57.2,62.15,8.4,15.0,9.3,10.7,0.785,0.529,0.424,1.6,0.8,50.8,1.05998883,0.6364,0.424,97.0548,200.323,6.64165,6.59566,0.0459893,8.44427,34.1429,7.8568,0.587465,6.8571,1.5143,0.4286,0.4,19.0,Wing F,R2,200.7,31-40
32,69.5,107.1,28.2,48.7,52.82,9.9,8.5,5.8,10.5,0.711,0.463,0.377,0.4,1.3,39.5,0.52942655,0.6371,0.3628,103.412,147.485,1.84634,3.93685,-2.09052,3.7998,30.8438,5.4274,-1.6276,5.2188,0.8438,0.7188,0.125,17.875,Wing F,R1,198.1,11-20
40,87.2,115.9,28.1,51.7,59.11,3.4,15.0,30.8,17.7,0.87,0.448,0.405,1.0,3.2,48.0,1.71052637,0.5726,0.3576,93.6766,280.829,10.6422,6.8767,3.7655,11.1355,35.1,7.27733,3.85813,5.85,4.875,1.825,0.325,18.0,Scoring PG,R1,185.4,21-30
37,84.0,114.1,22.8,51.6,57.87,3.2,10.0,28.8,19.8,0.822,0.5,0.404,1.7,2.8,46.2,1.90907054,0.5934,0.3768,100.791,235.269,7.76378,4.95128,2.8125,8.11177,33.7297,5.06269,3.04908,4.1351,5.1081,1.6486,0.4865,14.3784,Scoring PG,R1,198.1,11-20
22,60.6,119.8,24.7,55.1,60.6,2.1,13.5,25.9,15.7,0.847,0.462,0.434,2.3,2.4,40.5,1.92000688,0.4844,0.4444,99.4079,144.126,5.67384,4.45827,1.21557,7.53792,36.3636,5.87966,1.65826,4.6818,4.3636,1.4091,0.6364,18.0,Scoring PG,R2,198.1,51-60
36,90.7,117.2,21.8,56.9,59.97,1.6,10.4,26.1,17.9,0.777,0.538,0.406,0.3,3.4,29.3,2.0,0.5877,0.4796,94.4082,239.198,9.1676,6.45891,2.70868,8.54247,36.4167,5.09768,3.44479,3.8333,4.5556,1.9722,0.1111,14.5,Scoring PG,R1,180.3,11-20
12,36.4,107.5,34.4,42.7,51.95,2.2,11.3,51.9,19.9,0.825,0.465,0.228,0.7,1.6,56.0,1.93997645,0.4946,0.3824,105.524,69.382,4.3021,5.65914,-1.35704,3.09314,33.0833,4.20987,-1.11673,4.25,8.0833,1.0,0.25,20.1667,Pure PG,R2,185.4,41-50
37,79.4,107.1,27.9,49.0,53.25,2.7,14.3,25.1,16.9,0.769,0.451,0.351,0.3,1.4,32.6,1.41756451,0.6211,0.338,100.157,195.04,5.48578,4.54418,0.941604,6.33506,32.1892,5.59095,0.744108,4.4865,3.4865,0.7297,0.0811,15.9189,Combo G,R2,190.5,31-40
32,71.9,118.2,29.2,51.0,58.98,8.0,16.2,19.4,14.2,0.83,0.471,0.392,3.4,3.6,59.0,1.13157895,0.5752,0.3551,88.3804,244.238,13.5191,7.66756,5.8515,15.8998,32.9062,10.379,5.52079,6.9062,2.6875,2.0625,0.9375,20.7188,Wing G,R2,195.6,41-50
32,86.5,111.1,21.9,53.1,56.99,6.2,17.5,18.3,15.8,0.725,0.565,0.08,7.6,3.2,42.6,1.48485005,0.7552,0.3935,92.9027,262.406,10.5125,3.74931,6.7632,9.4083,34.6364,4.46117,4.94713,7.6667,2.9697,1.9091,2.4242,13.697,PF/C,R2,198.1,51-60
36,39.0,105.5,20.9,51.6,54.0,7.3,14.6,3.6,16.3,0.661,0.521,0.0,10.3,0.9,32.6,0.33336968,0.6607,0.4621,95.6059,118.717,5.09141,0.0929794,4.99843,2.10278,15.75,-1.36423,3.46701,3.1389,0.3056,0.25,1.6389,6.5833,C,R1,210.8,21-30
31,85.4,120.5,21.7,56.4,62.18,1.6,13.7,17.0,17.1,0.854,0.548,0.394,0.7,2.9,43.9,1.42854612,0.5689,0.48,101.627,214.974,6.67674,6.00876,0.66798,7.33626,34.4516,5.45986,1.8764,5.0,3.2258,1.7419,0.2258,16.6774,Combo G,R2,193.0,41-50
32,63.8,110.7,22.2,53.4,59.63,11.6,15.7,4.4,19.7,0.794,0.534,0.0,10.4,1.4,54.6,0.26230195,0.7281,0.3704,87.2086,176.318,6.53286,0.499021,6.03384,6.93068,25.625,2.74912,4.18156,6.1875,0.5,0.625,2.3438,11.6875,C,R2,215.9,41-50
35,82.1,113.7,21.4,54.1,57.94,6.6,12.8,16.8,18.7,0.766,0.508,0.39,1.8,2.1,35.9,1.23377266,0.6463,0.4103,95.9089,209.657,8.28038,5.49305,2.78733,7.56824,32.9714,5.44116,2.12707,5.3429,2.7143,1.1429,0.5714,13.3714,Wing G,R1,200.7,21-30
17,37.4,129.4,21.5,56.5,66.66,1.8,9.6,26.3,15.6,0.857,0.515,0.413,0.8,2.9,90.8,2.13333701,0.5682,0.4348,100.765,96.5382,8.95779,7.04213,1.91566,9.1455,31.1176,5.52197,3.62353,3.0588,3.7647,1.5294,0.2353,14.7059,Scoring PG,R2,198.1,31-40
38,70.9,108.0,26.0,50.1,55.1,8.9,19.1,11.6,17.4,0.742,0.478,0.371,1.6,3.2,45.6,0.7682932,0.5378,0.4323,86.6693,234.531,8.8059,4.11077,4.69513,8.38064,28.4474,4.5269,3.85374,6.5,1.6579,1.5,0.3947,13.7632,Wing F,R1,198.1,1-10
34,85.6,107.8,20.4,55.9,57.03,8.9,14.6,6.6,18.8,0.629,0.571,0.342,3.2,1.5,25.1,0.4415596,0.7917,0.3782,97.9225,216.486,4.35656,2.40491,1.95164,5.11332,34.2353,3.68964,1.42368,7.6471,1.0,0.8824,1.2059,14.5294,Wing F,R2,205.7,51-60
33,82.1,118.0,37.5,54.9,60.46,1.8,12.3,39.8,16.6,0.88,0.518,0.388,0.7,3.9,36.1,1.43198081,0.58,0.3333,89.1128,253.62,12.3076,9.67838,2.62918,15.279,33.8182,10.7909,4.48812,4.4848,5.4242,2.3333,0.2121,28.6364,desconocido,R1,190.5,1-10
25,51.8,94.6,21.9,47.3,50.99,9.0,26.1,6.5,19.5,0.636,0.481,0.25,7.2,1.0,48.3,0.40384616,0.5895,0.3723,93.7352,160.086,-0.0963312,-3.76918,3.67285,0.743262,26.32,-1.1579,1.90116,8.68,0.84,0.48,1.92,10.28,C,R2,213.4,41-50
35,81.6,117.6,21.6,54.6,58.28,6.0,16.9,17.9,17.3,0.791,0.465,0.449,2.2,2.7,31.3,1.54408363,0.5269,0.4215,91.236,237.84,8.55248,4.83031,3.72216,8.01945,32.6571,4.48903,3.53042,6.4857,3.0,1.4286,0.5429,13.4286,Wing G,R2,198.1,41-50
32,56.1,109.7,18.0,57.1,55.46,15.3,19.1,5.4,16.9,0.443,0.571,0.0,11.2,1.9,40.0,0.57140248,0.6589,0.3261,86.5013,158.07,9.76937,2.06394,7.70544,7.0935,23.4062,3.36616,3.72734,6.3438,0.625,0.6562,2.0312,7.2188,C,R1,213.4,11-20
39,86.1,115.1,20.1,55.6,57.16,3.9,8.7,13.4,13.7,0.804,0.423,0.444,0.9,1.9,11.9,1.64612701,0.4857,0.3014,105.136,225.493,6.39989,5.31024,1.08965,5.58532,34.5385,4.26076,1.32457,3.9231,2.7436,1.1795,0.3077,14.6154,Wing F,R2,203.2,41-50
35,84.8,113.7,33.6,54.8,57.35,10.8,12.8,8.6,12.2,0.69,0.58,0.267,1.8,3.1,34.7,0.48195156,0.7649,0.4196,102.54,233.712,7.66874,7.04296,0.625785,10.6145,35.3714,9.31937,1.29514,7.1429,1.1429,1.8,0.6,24.8857,Wing F,R1,203.2,11-20
35,72.8,128.2,21.5,65.2,65.96,9.1,19.7,13.2,12.4,0.679,0.644,0.466,3.5,1.1,27.8,1.63465037,0.7772,0.4748,100.313,225.006,8.0756,5.82138,2.25422,7.57713,29.9429,6.05746,1.51967,8.2,2.4286,0.6286,1.1143,16.2571,PF/C,R1,208.3,11-20
35,83.6,117.1,21.5,60.1,62.12,13.4,19.0,8.2,17.4,0.659,0.601,0.0,9.5,1.8,57.6,0.61110299,0.58,0.3333,91.7663,259.815,11.3356,4.38556,6.95008,9.59617,33.6857,5.14951,4.44666,9.0286,1.2571,0.9714,2.8571,14.2857,desconocido,R1,205.7,21-30
35,67.9,98.4,25.1,47.0,48.84,2.9,16.7,16.2,14.6,0.625,0.475,0.308,2.7,2.8,23.0,1.36668027,0.6942,0.2157,96.8317,200.635,3.99718,1.77972,2.21746,3.15774,27.1714,1.2391,1.91864,4.8286,2.3429,1.2857,0.6571,11.8286,Wing G,R2,193.0,41-50
33,76.2,107.2,27.2,49.3,53.66,8.9,14.7,15.4,18.9,0.769,0.468,0.361,2.7,2.3,33.6,0.86361423,0.6341,0.3333,102.839,182.37,6.32222,4.52221,1.80001,5.91323,30.8182,5.0929,0.820334,5.9394,2.303,1.2121,0.7273,16.0303,Wing F,R1,203.2,11-20
36,74.8,112.4,16.6,54.7,58.69,9.3,12.0,7.9,19.6,0.7,0.548,0.357,3.4,2.5,55.8,0.77418416,0.58,0.3333,96.7464,215.421,7.9296,3.83034,4.09926,5.54732,30.0278,2.57115,2.97618,5.8333,1.3333,1.3056,1.0,9.6111,desconocido,R2,200.7,41-50
30,86.3,118.3,22.9,50.0,56.34,6.6,15.8,32.9,18.9,0.799,0.526,0.293,1.3,1.7,48.2,2.54423192,0.6054,0.2791,98.994,189.75,5.66542,3.7366,1.92882,5.20396,34.0,3.94073,1.26323,6.5,6.2812,0.9375,0.4062,12.7188,Scoring PG,R1,190.5,1-10
37,78.3,119.6,18.4,55.7,60.3,9.1,14.3,15.6,17.3,0.79,0.547,0.39,1.2,1.2,42.6,1.44609509,0.6485,0.2041,98.8553,203.024,8.26168,5.12471,3.13696,6.61379,31.7297,4.44107,2.17272,6.4865,2.5405,0.6757,0.3243,11.4054,Wing F,R2,200.7,41-50
38,69.6,111.9,22.3,52.3,54.66,10.8,16.3,8.7,14.9,0.627,0.528,0.327,5.8,2.7,44.6,0.82256681,0.7365,0.2754,87.6108,245.885,9.92667,5.05142,4.87525,9.17559,29.3158,5.02827,4.14732,7.1579,1.3421,1.2895,1.7895,12.3421,PF/C,R1,205.7,11-20
35,77.2,111.9,23.3,53.4,55.77,4.7,17.6,9.2,15.5,0.766,0.518,0.371,3.0,2.3,20.0,0.69999999,0.6897,0.4392,95.3759,235.384,5.77755,3.37502,2.40253,7.31254,31.0857,4.99144,2.32109,6.4286,1.4,1.2571,0.9429,16.4,Wing F,R1,198.1,1-10
35,77.7,111.4,22.4,49.8,52.63,5.3,9.9,9.1,10.7,0.714,0.487,0.343,0.6,1.6,26.6,1.10633701,0.6,0.4372,102.774,177.929,3.25796,3.93788,-0.679919,3.9374,31.5143,4.12324,-0.185844,4.5714,1.4857,0.8857,0.2,15.1429,Wing G,R2,195.6,31-40
36,86.9,105.9,26.8,45.7,50.86,3.8,13.9,19.7,14.1,0.79,0.456,0.306,0.5,3.5,33.8,1.36711625,0.5379,0.4037,89.6,249.602,7.20163,4.04812,3.15352,8.49714,35.0,4.41439,4.08275,5.5556,3.0,2.0,0.1667,17.0833,Combo G,R1,185.4,11-20
34,68.6,112.0,22.3,56.0,60.09,9.7,17.2,9.8,20.9,0.73,0.556,0.383,5.7,1.6,51.9,0.64103569,0.6736,0.3457,100.983,191.596,5.95093,2.8386,3.11232,5.3531,28.0588,3.33555,2.01755,6.6471,1.4706,0.7647,1.5294,12.5588,PF/C,R2,208.3,41-50
39,79.2,106.7,29.4,51.2,54.87,11.1,30.7,13.1,16.8,0.682,0.505,0.5,2.9,2.0,46.2,0.69231637,0.645,0.3493,84.1211,313.096,6.34106,2.2429,4.09816,7.56676,31.7949,4.77229,2.79446,11.8718,1.8462,1.0769,0.8718,17.7436,PF/C,R1,205.7,1-10
33,81.2,120.9,17.4,55.2,57.67,9.1,25.8,7.8,9.9,0.828,0.527,0.402,2.8,1.1,17.4,1.35290693,0.6557,0.4783,100.591,239.61,5.10016,3.01093,2.08923,4.99345,33.2121,3.99832,0.995134,10.8485,1.3939,0.6667,0.8788,12.6364,PF/C,R2,213.4,51-60
34,76.7,109.8,24.3,52.4,56.04,3.0,11.7,12.6,11.1,0.761,0.479,0.374,0.6,2.1,31.6,1.34093183,0.7213,0.3396,100.338,175.922,6.20685,4.84499,1.36186,7.23695,30.9118,5.17239,2.06455,3.7059,1.7353,1.0,0.1471,14.0294,Wing G,R1,195.6,21-30
37,84.2,104.9,22.3,50.4,52.71,0.8,14.5,12.9,15.0,0.695,0.481,0.358,1.4,1.2,23.3,1.30430586,0.7412,0.3543,99.6,214.122,4.53743,3.20031,1.33712,4.30914,34.9459,3.15549,1.15365,4.5135,2.4324,0.6757,0.4595,14.2432,Wing G,R1,198.1,21-30
30,57.0,102.9,24.7,55.6,58.43,13.2,25.5,7.6,23.4,0.697,0.573,0.235,3.3,1.7,39.9,0.34286203,0.6565,0.4267,102.044,154.541,1.9953,0.508437,1.48686,1.58633,23.7333,1.10044,0.485893,7.9333,0.8,0.7,0.7667,10.3333,PF/C,R2,205.7,41-50
34,72.5,109.5,25.9,48.9,53.96,7.5,20.6,10.4,14.3,0.753,0.497,0.303,3.4,1.4,42.3,0.7096792,0.6643,0.3661,97.8243,197.759,4.80112,2.71068,2.09044,6.7151,29.2059,5.33543,1.37966,7.2647,1.2941,0.7059,0.8529,15.3235,PF/C,R1,203.2,11-20
35,90.7,115.7,27.6,52.5,58.11,2.7,9.1,20.2,14.6,0.81,0.489,0.385,1.3,2.9,43.3,1.17242632,0.58,0.3333,96.8368,228.792,8.10949,6.63996,1.46953,9.74611,36.5429,7.17103,2.57508,3.9143,2.9143,1.8,0.4286,21.4571,desconocido,R1,185.4,21-30
37,34.3,123.3,21.4,56.4,58.21,18.2,19.0,7.4,11.5,0.616,0.564,0.0,4.6,1.0,57.6,0.92004869,0.75,0.3099,96.9021,112.527,8.31686,5.25593,3.06093,6.86932,14.6053,5.13508,1.73424,5.1316,0.6053,0.2632,0.5789,7.0789,C,R1,210.8,21-30
37,83.3,112.0,29.5,48.2,52.73,3.0,13.4,29.3,12.9,0.799,0.395,0.433,0.9,1.4,30.7,2.18822084,0.446,0.3711,101.27,209.77,6.19195,5.52416,0.66778,7.54649,35.3514,6.77033,0.776158,4.9459,5.027,0.8108,0.2973,19.5946,Scoring PG,R2,195.6,51-60
30,80.9,98.2,22.9,48.2,52.27,8.5,20.4,5.2,19.7,0.669,0.505,0.289,8.4,1.8,46.9,0.29331999,0.7767,0.2477,95.1947,223.734,2.46772,-0.43196,2.89968,2.53077,32.7667,1.20283,1.32794,8.5,0.7333,1.0,2.7333,13.1667,PF/C,R2,203.2,31-40
35,77.5,105.0,22.0,51.6,56.23,1.6,8.1,22.4,18.5,0.843,0.452,0.39,1.9,1.6,29.9,1.40280001,0.5536,0.405,97.3769,174.245,4.17125,2.93837,1.23289,5.51475,31.2286,3.9188,1.59595,2.6286,2.8857,0.8286,0.4857,12.5143,Scoring PG,R1,200.7,11-20
35,75.3,95.7,32.1,45.3,48.83,8.0,9.8,24.5,21.8,0.583,0.483,0.161,1.2,3.5,59.1,0.98485972,0.5776,0.3459,97.047,215.125,4.17926,1.85641,2.32285,4.00112,30.3429,2.30166,1.69946,5.0286,3.7143,1.8857,0.3714,15.9714,Scoring PG,R1,195.6,21-30
32,87.5,112.1,38.4,51.9,58.62,1.3,9.9,48.3,20.0,0.861,0.493,0.361,0.7,2.5,44.4,1.65865722,0.5224,0.427,106.864,216.691,9.94112,9.5331,0.408018,10.1526,35.4062,9.41387,0.738749,3.9062,8.6562,1.6875,0.25,27.375,Pure PG,R1,188.0,1-10
33,78.7,114.0,24.8,51.0,56.05,12.2,13.6,20.6,16.7,0.801,0.517,0.302,2.0,2.3,37.8,1.36620961,0.6879,0.3125,97.1049,192.479,8.53735,5.89549,2.64186,8.40951,32.1818,6.57447,1.83505,7.1818,2.9394,1.2121,0.6061,14.4242,Wing G,R2,193.0,41-50
24,76.2,109.9,25.9,53.6,57.93,2.6,17.1,22.3,19.6,0.831,0.494,0.402,0.6,2.4,30.7,1.22059082,0.5974,0.4234,98.18,154.151,5.83219,4.25241,1.57978,6.30341,31.9167,4.67312,1.63029,5.625,3.4583,1.375,0.1667,16.0417,Wing G,R1,195.6,11-20
33,74.6,107.2,26.5,49.9,54.57,1.1,8.6,34.0,22.8,0.813,0.504,0.327,0.4,5.0,31.9,1.684238,0.5714,0.4124,99.0344,223.92,6.94854,5.09424,1.8543,8.03818,32.4242,4.94913,3.08905,2.7879,5.8182,2.8485,0.1212,15.2727,Pure PG,R2,180.3,51-60
32,76.9,112.0,24.7,53.3,54.95,10.1,20.4,17.4,14.4,0.591,0.547,0.265,4.6,2.5,47.4,1.30642577,0.724,0.2963,88.4183,225.348,9.79521,4.77296,5.02225,10.0595,30.75,6.40153,3.65793,8.375,2.5312,1.3438,1.4062,15.1875,Wing F,R1,200.7,21-30
38,87.6,121.4,28.9,52.9,56.85,1.8,8.9,37.4,13.1,0.805,0.503,0.383,1.6,2.8,30.2,3.11109036,0.6381,0.4431,98.2568,235.865,11.2633,9.55955,1.70372,12.2776,35.3947,9.22369,3.05393,3.2105,6.6316,1.6053,0.5263,18.5789,Pure PG,R1,182.9,1-10
